strain	virus	gisaid_epi_isl	date	region	country	division
hCoV-19/Peru/ARE-INS/633/2020	betacoronavirus	EPI_ISL_1120647	2020-03-21	South America	Peru	Arequipa
hCoV-19/Peru/ARE-UPCH-0110/2020	betacoronavirus	EPI_ISL_540987	2020-03-20	South America	Peru	Arequipa
hCoV-19/Peru/ARE-UPCH-0016/2020	betacoronavirus	EPI_ISL_540924	2020-03-19	South America	Peru	Arequipa
hCoV-19/Peru/AYA-INS-747/2020	betacoronavirus	EPI_ISL_1532148	2020-06-26	South America	Peru	Ayacucho
hCoV-19/Peru/CAJ-INS-057/2020	betacoronavirus	EPI_ISL_517713	2020-04-01	South America	Peru	Cajamarca
hCoV-19/Peru/CAL-UPCH-0027/2020	betacoronavirus	EPI_ISL_540928	2020-06-17	South America	Peru	Callao
hCoV-19/Peru/CAL-UPCH-0035/2020	betacoronavirus	EPI_ISL_540935	2020-06-17	South America	Peru	Callao
hCoV-19/Peru/CAL-UPCH-0098/2020	betacoronavirus	EPI_ISL_540976	2020-06-17	South America	Peru	Callao
hCoV-19/Peru/CAL-UPCH-0044/2020	betacoronavirus	EPI_ISL_529079	2020-06-16	South America	Peru	Callao
hCoV-19/Peru/CAL-UPCH-0046/2020	betacoronavirus	EPI_ISL_540937	2020-06-16	South America	Peru	Callao
hCoV-19/Peru/CAL-UPCH-0097/2020	betacoronavirus	EPI_ISL_540975	2020-06-16	South America	Peru	Callao
hCoV-19/Peru/CAL-UPCH-0053/2020	betacoronavirus	EPI_ISL_540941	2020-06-16	South America	Peru	Callao
hCoV-19/Peru/CAL-INS-8429/2020	betacoronavirus	EPI_ISL_5934959	2020-05-20	South America	Peru	Callao
hCoV-19/Peru/CAL-INS-664/2020	betacoronavirus	EPI_ISL_1111124	2020-05-08	South America	Peru	Callao
hCoV-19/Peru/CAL-INS-103/2020	betacoronavirus	EPI_ISL_536502	2020-05-02	South America	Peru	Callao
hCoV-19/Peru/CAL-INS-135/2020	betacoronavirus	EPI_ISL_536530	2020-03-31	South America	Peru	Callao
hCoV-19/Peru/CAL-INS-658/2020	betacoronavirus	EPI_ISL_1111118	2020-03-28	South America	Peru	Callao
hCoV-19/Peru/CAL-INS-659/2020	betacoronavirus	EPI_ISL_1111119	2020-03-28	South America	Peru	Callao
hCoV-19/Peru/CAL-INS-651/2020	betacoronavirus	EPI_ISL_1111111	2020-03-28	South America	Peru	Callao
hCoV-19/Peru/CAL-INS-650/2020	betacoronavirus	EPI_ISL_1111110	2020-03-27	South America	Peru	Callao
hCoV-19/Peru/CAL-INS-649/2020	betacoronavirus	EPI_ISL_1111109	2020-03-27	South America	Peru	Callao
hCoV-19/Peru/CAL-INS-644/2020	betacoronavirus	EPI_ISL_1111104	2020-03-24	South America	Peru	Callao
hCoV-19/Peru/CAL-INS-645/2020	betacoronavirus	EPI_ISL_1111105	2020-03-23	South America	Peru	Callao
hCoV-19/Peru/CAL-INS-660/2020	betacoronavirus	EPI_ISL_1111120	2020-03-23	South America	Peru	Callao
hCoV-19/Peru/ICA-INS-705/2020	betacoronavirus	EPI_ISL_1111165	2020-05-19	South America	Peru	Ica
hCoV-19/Peru/ICA-INS-757/2020	betacoronavirus	EPI_ISL_1532156	2020-05-18	South America	Peru	Ica
hCoV-19/Peru/ICA-INS-108/2020	betacoronavirus	EPI_ISL_536506	2020-05-04	South America	Peru	Ica
hCoV-19/Peru/ICA-INS-055/2020	betacoronavirus	EPI_ISL_517531	2020-04-10	South America	Peru	Ica
hCoV-19/Peru/ICA-INS-039/2020	betacoronavirus	EPI_ISL_491464	2020-03-31	South America	Peru	Ica
hCoV-19/Peru/ICA-INS-166/2020	betacoronavirus	EPI_ISL_536559	2020-03-20	South America	Peru	Ica
hCoV-19/Peru/ICA-INS-012/2020	betacoronavirus	EPI_ISL_489989	2020-03-09	South America	Peru	Ica
hCoV-19/Peru/JUN-INS-711/2020	betacoronavirus	EPI_ISL_1111171	2020-03-24	South America	Peru	Junin
hCoV-19/Peru/JUN-INS-154/2020	betacoronavirus	EPI_ISL_536547	2020-03-19	South America	Peru	Junin
hCoV-19/Peru/JUN-UPCH-0118/2020	betacoronavirus	EPI_ISL_568515	2020-03-19	South America	Peru	Junin
hCoV-19/Peru/LAL-INS-714/2020	betacoronavirus	EPI_ISL_1111174	2020-03-21	South America	Peru	La Libertad
hCoV-19/Peru/LAM-HRL-239/2020	betacoronavirus	EPI_ISL_593773	2020-04-10	South America	Peru	Lambayeque
hCoV-19/Peru/LAM-HRL-187/2020	betacoronavirus	EPI_ISL_593774	2020-04-07	South America	Peru	Lambayeque
hCoV-19/Peru/LAM-INS-034/2020	betacoronavirus	EPI_ISL_491459	2020-04-01	South America	Peru	Lambayeque
hCoV-19/Peru/LAM-INS-035/2020	betacoronavirus	EPI_ISL_491460	2020-04-01	South America	Peru	Lambayeque
hCoV-19/Peru/LAM-INS-170/2020	betacoronavirus	EPI_ISL_536563	2020-04-01	South America	Peru	Lambayeque
hCoV-19/Peru/LAM-INS-126/2020	betacoronavirus	EPI_ISL_536524	2020-04-01	South America	Peru	Lambayeque
hCoV-19/Peru/LAM-INS-043/2020	betacoronavirus	EPI_ISL_514264	2020-03-31	South America	Peru	Lambayeque
hCoV-19/Peru/LAM-INS-716/2020	betacoronavirus	EPI_ISL_1111176	2020-03-31	South America	Peru	Lambayeque
hCoV-19/Peru/LAM-INS-720/2020	betacoronavirus	EPI_ISL_1111180	2020-03-30	South America	Peru	Lambayeque
hCoV-19/Peru/LAM-INS-718/2020	betacoronavirus	EPI_ISL_1111178	2020-03-30	South America	Peru	Lambayeque
hCoV-19/Peru/LAM-INS-717/2020	betacoronavirus	EPI_ISL_1111177	2020-03-30	South America	Peru	Lambayeque
hCoV-19/Peru/LAM-INS-721/2020	betacoronavirus	EPI_ISL_1111181	2020-03-30	South America	Peru	Lambayeque
hCoV-19/Peru/LAM-INS-722/2020	betacoronavirus	EPI_ISL_1111182	2020-03-29	South America	Peru	Lambayeque
hCoV-19/Peru/LAM-INS-725/2020	betacoronavirus	EPI_ISL_1111185	2020-03-25	South America	Peru	Lambayeque
hCoV-19/Peru/LAM-INS-729/2020	betacoronavirus	EPI_ISL_1111189	2020-03-24	South America	Peru	Lambayeque
hCoV-19/Peru/LAM-INS-071/2020	betacoronavirus	EPI_ISL_523954	2020-03-16	South America	Peru	Lambayeque
hCoV-19/Peru/LAM-INS-073/2020	betacoronavirus	EPI_ISL_523994	2020-03-13	South America	Peru	Lambayeque
hCoV-19/Peru/LAM-INS-730/2020	betacoronavirus	EPI_ISL_1111190	2020-03-12	South America	Peru	Lambayeque
hCoV-19/Peru/LIM-INS-8457/2020	betacoronavirus	EPI_ISL_5934922	2020-06-24	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-8409/2020	betacoronavirus	EPI_ISL_5934920	2020-06-23	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-459/2020	betacoronavirus	EPI_ISL_1111357	2020-06-22	South America	Peru	Lima
hCoV-19/Peru/LIM-UPCH-0056/2020	betacoronavirus	EPI_ISL_540942	2020-06-18	South America	Peru	Lima
hCoV-19/Peru/LIM-UPCH-0068/2020	betacoronavirus	EPI_ISL_540951	2020-06-18	South America	Peru	Lima
hCoV-19/Peru/LIM-UPCH-0074/2020	betacoronavirus	EPI_ISL_540955	2020-06-18	South America	Peru	Lima
hCoV-19/Peru/LIM-UPCH-0113/2020	betacoronavirus	EPI_ISL_540990	2020-06-18	South America	Peru	Lima
hCoV-19/Peru/LIM-UPCH-0086/2020	betacoronavirus	EPI_ISL_540964	2020-06-18	South America	Peru	Lima
hCoV-19/Peru/LIM-UPCH-0083/2020	betacoronavirus	EPI_ISL_540961	2020-06-18	South America	Peru	Lima
hCoV-19/Peru/LIM-UPCH-0070/2020	betacoronavirus	EPI_ISL_540952	2020-06-17	South America	Peru	Lima
hCoV-19/Peru/LIM-UPCH-0004/2020	betacoronavirus	EPI_ISL_529066	2020-06-17	South America	Peru	Lima
hCoV-19/Peru/LIM-UPCH-0022/2020	betacoronavirus	EPI_ISL_529072	2020-06-17	South America	Peru	Lima
hCoV-19/Peru/LIM-UPCH-0088/2020	betacoronavirus	EPI_ISL_540966	2020-06-17	South America	Peru	Lima
hCoV-19/Peru/LIM-UPCH-0024/2020	betacoronavirus	EPI_ISL_540925	2020-06-17	South America	Peru	Lima
hCoV-19/Peru/LIM-UPCH-0050/2020	betacoronavirus	EPI_ISL_540939	2020-06-17	South America	Peru	Lima
hCoV-19/Peru/LIM-UPCH-0034/2020	betacoronavirus	EPI_ISL_540934	2020-06-17	South America	Peru	Lima
hCoV-19/Peru/LIM-UPCH-0090/2020	betacoronavirus	EPI_ISL_540968	2020-06-17	South America	Peru	Lima
hCoV-19/Peru/LIM-UPCH-0025/2020	betacoronavirus	EPI_ISL_540926	2020-06-17	South America	Peru	Lima
hCoV-19/Peru/LIM-UPCH-0103/2020	betacoronavirus	EPI_ISL_540981	2020-06-17	South America	Peru	Lima
hCoV-19/Peru/LIM-UPCH-0057/2020	betacoronavirus	EPI_ISL_540943	2020-06-17	South America	Peru	Lima
hCoV-19/Peru/LIM-UPCH-0082/2020	betacoronavirus	EPI_ISL_540960	2020-06-17	South America	Peru	Lima
hCoV-19/Peru/LIM-UPCH-0093/2020	betacoronavirus	EPI_ISL_540971	2020-06-17	South America	Peru	Lima
hCoV-19/Peru/LIM-UPCH-0078/2020	betacoronavirus	EPI_ISL_540956	2020-06-17	South America	Peru	Lima
hCoV-19/Peru/LIM-UPCH-0104/2020	betacoronavirus	EPI_ISL_540982	2020-06-17	South America	Peru	Lima
hCoV-19/Peru/LIM-UPCH-0085/2020	betacoronavirus	EPI_ISL_540963	2020-06-17	South America	Peru	Lima
hCoV-19/Peru/LIM-UPCH-0101/2020	betacoronavirus	EPI_ISL_540979	2020-06-17	South America	Peru	Lima
hCoV-19/Peru/LIM-UPCH-0094/2020	betacoronavirus	EPI_ISL_540972	2020-06-17	South America	Peru	Lima
hCoV-19/Peru/LIM-UPCH-0033/2020	betacoronavirus	EPI_ISL_540933	2020-06-17	South America	Peru	Lima
hCoV-19/Peru/LIM-UPCH-0014/2020	betacoronavirus	EPI_ISL_529071	2020-06-16	South America	Peru	Lima
hCoV-19/Peru/LIM-UPCH-0038/2020	betacoronavirus	EPI_ISL_529075	2020-06-16	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-8431/2020	betacoronavirus	EPI_ISL_5934916	2020-06-10	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-8455/2020	betacoronavirus	EPI_ISL_5934915	2020-06-04	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-768/2020	betacoronavirus	EPI_ISL_1664258	2020-05-20	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-346/2020	betacoronavirus	EPI_ISL_1111244	2020-05-20	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-345/2020	betacoronavirus	EPI_ISL_1111243	2020-05-20	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-344/2020	betacoronavirus	EPI_ISL_1111242	2020-05-20	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-361/2020	betacoronavirus	EPI_ISL_1111259	2020-05-19	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-349/2020	betacoronavirus	EPI_ISL_1111247	2020-05-19	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-367/2020	betacoronavirus	EPI_ISL_1111265	2020-05-19	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-348/2020	betacoronavirus	EPI_ISL_1111246	2020-05-19	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-364/2020	betacoronavirus	EPI_ISL_1111262	2020-05-19	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-362/2020	betacoronavirus	EPI_ISL_1111260	2020-05-19	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-379/2020	betacoronavirus	EPI_ISL_1111277	2020-05-08	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-382/2020	betacoronavirus	EPI_ISL_1111280	2020-05-08	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-371/2020	betacoronavirus	EPI_ISL_1111269	2020-05-08	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-372/2020	betacoronavirus	EPI_ISL_1111270	2020-05-08	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-374/2020	betacoronavirus	EPI_ISL_1111272	2020-05-08	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-370/2020	betacoronavirus	EPI_ISL_1111268	2020-05-07	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-8417/2020	betacoronavirus	EPI_ISL_5934913	2020-05-07	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-119/2020	betacoronavirus	EPI_ISL_536517	2020-05-05	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-120/2020	betacoronavirus	EPI_ISL_536518	2020-05-05	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-111/2020	betacoronavirus	EPI_ISL_536509	2020-05-04	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-113/2020	betacoronavirus	EPI_ISL_536511	2020-05-04	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-115/2020	betacoronavirus	EPI_ISL_536513	2020-05-04	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-8465/2020	betacoronavirus	EPI_ISL_5934960	2020-05-01	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-8411/2020	betacoronavirus	EPI_ISL_5934912	2020-04-26	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-032/2020	betacoronavirus	EPI_ISL_491436	2020-04-23	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-272/2020	betacoronavirus	EPI_ISL_1093179	2020-04-18	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-797/2020	betacoronavirus	EPI_ISL_1532192	2020-04-16	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-270/2020	betacoronavirus	EPI_ISL_1093180	2020-04-16	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-342/2020	betacoronavirus	EPI_ISL_1111240	2020-04-15	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-473/2020	betacoronavirus	EPI_ISL_1111371	2020-04-15	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-474/2020	betacoronavirus	EPI_ISL_1111372	2020-04-15	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-460/2020	betacoronavirus	EPI_ISL_1111358	2020-04-14	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-435/2020	betacoronavirus	EPI_ISL_1111333	2020-04-13	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-482/2020	betacoronavirus	EPI_ISL_1111380	2020-04-13	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-484/2020	betacoronavirus	EPI_ISL_1111382	2020-04-13	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-048/2020	betacoronavirus	EPI_ISL_517959	2020-04-12	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-478/2020	betacoronavirus	EPI_ISL_1111376	2020-04-12	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-041/2020	betacoronavirus	EPI_ISL_514226	2020-04-11	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-054/2020	betacoronavirus	EPI_ISL_516722	2020-04-11	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-8421/2020	betacoronavirus	EPI_ISL_5934910	2020-04-08	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-8449/2020	betacoronavirus	EPI_ISL_5934909	2020-04-07	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-477/2020	betacoronavirus	EPI_ISL_1111375	2020-04-06	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-001/2020	betacoronavirus	EPI_ISL_545955	2020-04-01	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-315/2020	betacoronavirus	EPI_ISL_1111213	2020-04-01	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-341/2020	betacoronavirus	EPI_ISL_1111239	2020-03-30	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-309/2020	betacoronavirus	EPI_ISL_1111207	2020-03-28	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-307/2020	betacoronavirus	EPI_ISL_1111205	2020-03-27	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-018/2020	betacoronavirus	EPI_ISL_490975	2020-03-25	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-017/2020	betacoronavirus	EPI_ISL_490316	2020-03-25	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-025/2020	betacoronavirus	EPI_ISL_491430	2020-03-24	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-019/2020	betacoronavirus	EPI_ISL_491172	2020-03-24	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-022/2020	betacoronavirus	EPI_ISL_491428	2020-03-24	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-301/2020	betacoronavirus	EPI_ISL_1111199	2020-03-21	South America	Peru	Lima
hCoV-19/Peru/LIM-UPCH-0011/2020	betacoronavirus	EPI_ISL_529068	2020-03-20	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-158/2020	betacoronavirus	EPI_ISL_536551	2020-03-18	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-130/2020	betacoronavirus	EPI_ISL_536527	2020-03-18	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-161/2020	betacoronavirus	EPI_ISL_536554	2020-03-18	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-297/2020	betacoronavirus	EPI_ISL_1111195	2020-03-18	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-148/2020	betacoronavirus	EPI_ISL_536543	2020-03-17	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-167/2020	betacoronavirus	EPI_ISL_536560	2020-03-17	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-139/2020	betacoronavirus	EPI_ISL_536534	2020-03-17	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-141/2020	betacoronavirus	EPI_ISL_536536	2020-03-16	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-140/2020	betacoronavirus	EPI_ISL_536535	2020-03-16	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-319/2020	betacoronavirus	EPI_ISL_1111217	2020-03-16	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-328/2020	betacoronavirus	EPI_ISL_1111226	2020-03-16	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-340/2020	betacoronavirus	EPI_ISL_1111238	2020-03-16	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-318/2020	betacoronavirus	EPI_ISL_1111216	2020-03-15	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-338/2020	betacoronavirus	EPI_ISL_1111236	2020-03-15	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-294/2020	betacoronavirus	EPI_ISL_1111192	2020-03-14	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-296/2020	betacoronavirus	EPI_ISL_1111194	2020-03-14	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-295/2020	betacoronavirus	EPI_ISL_1111193	2020-03-13	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-317/2020	betacoronavirus	EPI_ISL_1111215	2020-03-13	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-321/2020	betacoronavirus	EPI_ISL_1111219	2020-03-13	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-316/2020	betacoronavirus	EPI_ISL_1111214	2020-03-13	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-006/2020	betacoronavirus	EPI_ISL_489838	2020-03-11	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-160/2020	betacoronavirus	EPI_ISL_536553	2020-03-11	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-013/2020	betacoronavirus	EPI_ISL_491463	2020-03-10	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-004/2020	betacoronavirus	EPI_ISL_489837	2020-03-06	South America	Peru	Lima
hCoV-19/Peru/LIM-INS-003/2020	betacoronavirus	EPI_ISL_489836	2020-03-06	South America	Peru	Lima
hCoV-19/Peru/LOR-INS-756/2020	betacoronavirus	EPI_ISL_1532155	2020-05-13	South America	Peru	Loreto
hCoV-19/Peru/LOR-INS-762/2020	betacoronavirus	EPI_ISL_1532161	2020-05-09	South America	Peru	Loreto
hCoV-19/Peru/LOR-INS-752/2020	betacoronavirus	EPI_ISL_1532153	2020-05-03	South America	Peru	Loreto
hCoV-19/Peru/LOR-INS-082/2020	betacoronavirus	EPI_ISL_514342	2020-04-22	South America	Peru	Loreto
hCoV-19/Peru/LOR-INS-079/2020	betacoronavirus	EPI_ISL_514339	2020-04-22	South America	Peru	Loreto
hCoV-19/Peru/LOR-INS-081/2020	betacoronavirus	EPI_ISL_514341	2020-04-22	South America	Peru	Loreto
hCoV-19/Peru/LOR-INS-058/2020	betacoronavirus	EPI_ISL_514317	2020-04-02	South America	Peru	Loreto
hCoV-19/Peru/PIU-INS-842/2020	betacoronavirus	EPI_ISL_1534623	2020-05-08	South America	Peru	Piura
hCoV-19/Peru/SAM-INS-835/2020	betacoronavirus	EPI_ISL_1532230	2020-06-30	South America	Peru	San Martin
hCoV-19/Peru/UCA-UPCH-0067/2020	betacoronavirus	EPI_ISL_540950	2020-06-11	South America	Peru	Ucayali
hCoV-19/PuertoRico/PR-AHAA/2020	betacoronavirus	EPI_ISL_513293	2020-06-30	Caribbean	Puerto Rico	Ponce
hCoV-19/PuertoRico/PR-AGN5/2020	betacoronavirus	EPI_ISL_513292	2020-06-29	Caribbean	Puerto Rico	Ponce
hCoV-19/PuertoRico/PR-CDC-S39/2020	betacoronavirus	EPI_ISL_940912	2020-06-22	Caribbean	Puerto Rico	NA
hCoV-19/PuertoRico/PR-CDC-S31/2020	betacoronavirus	EPI_ISL_940904	2020-06-11	Caribbean	Puerto Rico	NA
hCoV-19/PuertoRico/PR-CDC-S30/2020	betacoronavirus	EPI_ISL_940903	2020-06-11	Caribbean	Puerto Rico	NA
hCoV-19/PuertoRico/PR-CDC-S34/2020	betacoronavirus	EPI_ISL_940907	2020-06-11	Caribbean	Puerto Rico	NA
hCoV-19/PuertoRico/PR-CDC-S18/2020	betacoronavirus	EPI_ISL_434552	2020-04-01	Caribbean	Puerto Rico	NA
hCoV-19/PuertoRico/PR-CDC-S19/2020	betacoronavirus	EPI_ISL_434553	2020-04-01	Caribbean	Puerto Rico	NA
hCoV-19/PuertoRico/PR-CDC-S7/2020	betacoronavirus	EPI_ISL_434547	2020-03-24	Caribbean	Puerto Rico	NA
hCoV-19/PuertoRico/PR-CDC-S10/2020	betacoronavirus	EPI_ISL_434550	2020-03-24	Caribbean	Puerto Rico	NA
hCoV-19/PuertoRico/PR-CDC-S11/2020	betacoronavirus	EPI_ISL_434551	2020-03-24	Caribbean	Puerto Rico	NA
hCoV-19/PuertoRico/PR-CDC-S6/2020	betacoronavirus	EPI_ISL_434546	2020-03-24	Caribbean	Puerto Rico	NA
hCoV-19/PuertoRico/PR-CDC-S8/2020	betacoronavirus	EPI_ISL_434548	2020-03-23	Caribbean	Puerto Rico	NA
hCoV-19/PuertoRico/PR-CDC-S2/2020	betacoronavirus	EPI_ISL_434542	2020-03-23	Caribbean	Puerto Rico	NA
hCoV-19/PuertoRico/PR-CDC-S1/2020	betacoronavirus	EPI_ISL_434541	2020-03-23	Caribbean	Puerto Rico	NA
hCoV-19/PuertoRico/PR-CDC-S3/2020	betacoronavirus	EPI_ISL_434543	2020-03-23	Caribbean	Puerto Rico	NA
hCoV-19/PuertoRico/PR-CDC-S9/2020	betacoronavirus	EPI_ISL_434549	2020-03-23	Caribbean	Puerto Rico	NA
hCoV-19/PuertoRico/PR-CDC-S4/2020	betacoronavirus	EPI_ISL_434544	2020-03-23	Caribbean	Puerto Rico	NA
hCoV-19/PuertoRico/PR-CDC-S5/2020	betacoronavirus	EPI_ISL_434545	2020-03-23	Caribbean	Puerto Rico	NA
hCoV-19/PuertoRico/PR-QDX-2339/2020	betacoronavirus	EPI_ISL_604719	2020-03-16	Caribbean	Puerto Rico	NA
hCoV-19/PuertoRico/PR-CDC-03068933-001/2020	betacoronavirus	EPI_ISL_447845	2020-03-08	Caribbean	Puerto Rico	NA
hCoV-19/SaintBarthelemy/IPG-7329/2020	betacoronavirus	EPI_ISL_613429	2020-03-13	Caribbean	Saint Barthelemy	NA
hCoV-19/SaintBarthelemy/IPG-7358/2020	betacoronavirus	EPI_ISL_613446	2020-02-28	Caribbean	Saint Barthelemy	NA
hCoV-19/SaintKittsandNevis/KNA007996/2020	betacoronavirus	EPI_ISL_756359	2020-03-28	Caribbean	Saint Kitts and Nevis	NA
hCoV-19/SaintKittsandNevis/KNA007997/2020	betacoronavirus	EPI_ISL_756358	2020-03-28	Caribbean	Saint Kitts and Nevis	NA
hCoV-19/SaintKittsandNevis/KNA007690/2020	betacoronavirus	EPI_ISL_756306	2020-03-20	Caribbean	Saint Kitts and Nevis	NA
hCoV-19/SaintMartin/IPG-7357/2020	betacoronavirus	EPI_ISL_613456	2020-04-07	Caribbean	Saint Martin	NA
hCoV-19/SaintMartin/IPG-7356/2020	betacoronavirus	EPI_ISL_613455	2020-04-04	Caribbean	Saint Martin	NA
hCoV-19/SaintMartin/IPG-7355/2020	betacoronavirus	EPI_ISL_613454	2020-04-02	Caribbean	Saint Martin	NA
hCoV-19/SaintMartin/IPG-7354/2020	betacoronavirus	EPI_ISL_613453	2020-04-02	Caribbean	Saint Martin	NA
hCoV-19/SaintMartin/IPG-7351/2020	betacoronavirus	EPI_ISL_613451	2020-03-29	Caribbean	Saint Martin	NA
hCoV-19/SaintMartin/IPG-7349/2020	betacoronavirus	EPI_ISL_613449	2020-03-28	Caribbean	Saint Martin	NA
hCoV-19/SaintMartin/IPG-7348/2020	betacoronavirus	EPI_ISL_613448	2020-03-28	Caribbean	Saint Martin	NA
hCoV-19/SaintMartin/IPG-7352/2020	betacoronavirus	EPI_ISL_613452	2020-03-28	Caribbean	Saint Martin	NA
hCoV-19/SaintMartin/IPG-7350/2020	betacoronavirus	EPI_ISL_613450	2020-03-26	Caribbean	Saint Martin	NA
hCoV-19/SaintMartin/IPG-7343/2020	betacoronavirus	EPI_ISL_613447	2020-03-25	Caribbean	Saint Martin	NA
hCoV-19/Suriname/SR-44/2020	betacoronavirus	EPI_ISL_517655	2020-06-29	South America	Suriname	NA
hCoV-19/Suriname/SR-43/2020	betacoronavirus	EPI_ISL_517654	2020-06-27	South America	Suriname	NA
hCoV-19/Suriname/SR-41/2020	betacoronavirus	EPI_ISL_517652	2020-06-26	South America	Suriname	NA
hCoV-19/Suriname/SR-37/2020	betacoronavirus	EPI_ISL_517648	2020-06-26	South America	Suriname	NA
hCoV-19/Suriname/SR-38/2020	betacoronavirus	EPI_ISL_517649	2020-06-26	South America	Suriname	NA
hCoV-19/Suriname/SR-35/2020	betacoronavirus	EPI_ISL_517646	2020-06-26	South America	Suriname	NA
hCoV-19/Suriname/SR-40/2020	betacoronavirus	EPI_ISL_517651	2020-06-26	South America	Suriname	NA
hCoV-19/Suriname/SR-39/2020	betacoronavirus	EPI_ISL_517650	2020-06-26	South America	Suriname	NA
hCoV-19/Suriname/SR-42/2020	betacoronavirus	EPI_ISL_517653	2020-06-26	South America	Suriname	NA
hCoV-19/Suriname/SR-36/2020	betacoronavirus	EPI_ISL_517647	2020-06-26	South America	Suriname	NA
hCoV-19/Suriname/SR-20/2020	betacoronavirus	EPI_ISL_517631	2020-06-25	South America	Suriname	NA
hCoV-19/Suriname/SR-30/2020	betacoronavirus	EPI_ISL_517641	2020-06-25	South America	Suriname	NA
